Slot_Group,Instrument,Resource_Function,Pogo_Ref,Pin_Num,Original_Net
N/A,N/A,unconnected-(P182-PadA4),P182,A4,unconnected-(P182-PadA4)
N/A,N/A,unconnected-(P182-PadA8),P182,A8,unconnected-(P182-PadA8)
N/A,N/A,unconnected-(P182-PadA8),P182,A9,unconnected-(P182-PadA8)
N/A,N/A,unconnected-(P183-PadA10),P183,A10,unconnected-(P183-PadA10)
N/A,N/A,unconnected-(P183-PadA11),P183,A11,unconnected-(P183-PadA11)
N/A,N/A,unconnected-(P183-PadA8),P183,A8,unconnected-(P183-PadA8)
N/A,N/A,unconnected-(P183-PadA9),P183,A9,unconnected-(P183-PadA9)
N/A,N/A,unconnected-(P184-PadA10),P184,A10,unconnected-(P184-PadA10)
N/A,N/A,unconnected-(P184-PadA2),P184,A2,unconnected-(P184-PadA2)
N/A,N/A,unconnected-(P184-PadA3),P184,A3,unconnected-(P184-PadA3)
N/A,N/A,unconnected-(P184-PadA4),P184,A4,unconnected-(P184-PadA4)
N/A,N/A,unconnected-(P184-PadA5),P184,A5,unconnected-(P184-PadA5)
N/A,N/A,unconnected-(P184-PadA5),P184,A6,unconnected-(P184-PadA5)
N/A,N/A,unconnected-(P184-PadA7),P184,A7,unconnected-(P184-PadA7)
N/A,N/A,unconnected-(P184-PadA8),P184,A8,unconnected-(P184-PadA8)
N/A,N/A,unconnected-(P184-PadA9),P184,A9,unconnected-(P184-PadA9)
N/A,N/A,unconnected-(P185-PadA10),P185,A10,unconnected-(P185-PadA10)
N/A,N/A,unconnected-(P185-PadA11),P185,A11,unconnected-(P185-PadA11)
N/A,N/A,unconnected-(P185-PadA4),P185,A4,unconnected-(P185-PadA4)
N/A,N/A,unconnected-(P185-PadA7),P185,A7,unconnected-(P185-PadA7)
N/A,N/A,unconnected-(P185-PadA8),P185,A8,unconnected-(P185-PadA8)
N/A,N/A,unconnected-(P185-PadA9),P185,A9,unconnected-(P185-PadA9)
N/A,N/A,unconnected-(P186-PadA10),P186,A10,unconnected-(P186-PadA10)
N/A,N/A,unconnected-(P186-PadA11),P186,A11,unconnected-(P186-PadA11)
N/A,N/A,unconnected-(P186-PadA8),P186,A8,unconnected-(P186-PadA8)
N/A,N/A,unconnected-(P186-PadA9),P186,A9,unconnected-(P186-PadA9)
N/A,N/A,unconnected-(P187-PadA4),P187,A4,unconnected-(P187-PadA4)
N/A,N/A,unconnected-(P187-PadA5),P187,A5,unconnected-(P187-PadA5)
N/A,N/A,unconnected-(P187-PadA6),P187,A6,unconnected-(P187-PadA6)
N/A,N/A,unconnected-(P187-PadA7),P187,A7,unconnected-(P187-PadA7)
N/A,N/A,unconnected-(P188-PadA10),P188,A10,unconnected-(P188-PadA10)
N/A,N/A,unconnected-(P188-PadA11),P188,A11,unconnected-(P188-PadA11)
N/A,N/A,unconnected-(P188-PadA4),P188,A4,unconnected-(P188-PadA4)
N/A,N/A,unconnected-(P188-PadA7),P188,A7,unconnected-(P188-PadA7)
N/A,N/A,unconnected-(P188-PadA8),P188,A8,unconnected-(P188-PadA8)
N/A,N/A,unconnected-(P188-PadA9),P188,A9,unconnected-(P188-PadA9)
N/A,N/A,unconnected-(P189-PadA10),P189,A10,unconnected-(P189-PadA10)
N/A,N/A,unconnected-(P189-PadA2),P189,A2,unconnected-(P189-PadA2)
N/A,N/A,unconnected-(P189-PadA3),P189,A3,unconnected-(P189-PadA3)
N/A,N/A,unconnected-(P189-PadA4),P189,A4,unconnected-(P189-PadA4)
N/A,N/A,unconnected-(P189-PadA8),P189,A8,unconnected-(P189-PadA8)
N/A,N/A,unconnected-(P189-PadA9),P189,A9,unconnected-(P189-PadA9)
N/A,N/A,unconnected-(P19-PadA2),P19,A2,unconnected-(P19-PadA2)
N/A,N/A,unconnected-(P19-PadA3),P19,A3,unconnected-(P19-PadA3)
N/A,N/A,unconnected-(P19-PadA4),P19,A4,unconnected-(P19-PadA4)
N/A,N/A,unconnected-(P19-PadA5),P19,A5,unconnected-(P19-PadA5)
N/A,N/A,unconnected-(P19-PadA6),P19,A6,unconnected-(P19-PadA6)
N/A,N/A,unconnected-(P19-PadA7),P19,A7,unconnected-(P19-PadA7)
N/A,N/A,unconnected-(P19-PadA8),P19,A8,unconnected-(P19-PadA8)
N/A,N/A,unconnected-(P19-PadA9),P19,A9,unconnected-(P19-PadA9)
N/A,N/A,unconnected-(P190-PadA10),P190,A10,unconnected-(P190-PadA10)
N/A,N/A,unconnected-(P190-PadA11),P190,A11,unconnected-(P190-PadA11)
N/A,N/A,unconnected-(P190-PadA2),P190,A2,unconnected-(P190-PadA2)
N/A,N/A,unconnected-(P190-PadA3),P190,A3,unconnected-(P190-PadA3)
N/A,N/A,unconnected-(P190-PadA4),P190,A4,unconnected-(P190-PadA4)
N/A,N/A,unconnected-(P190-PadA5),P190,A5,unconnected-(P190-PadA5)
N/A,N/A,unconnected-(P190-PadA6),P190,A6,unconnected-(P190-PadA6)
N/A,N/A,unconnected-(P190-PadA7),P190,A7,unconnected-(P190-PadA7)
N/A,N/A,unconnected-(P190-PadA8),P190,A8,unconnected-(P190-PadA8)
N/A,N/A,unconnected-(P190-PadA9),P190,A9,unconnected-(P190-PadA9)
N/A,N/A,unconnected-(P191-PadA10),P191,A10,unconnected-(P191-PadA10)
N/A,N/A,unconnected-(P191-PadA2),P191,A2,unconnected-(P191-PadA2)
N/A,N/A,unconnected-(P191-PadA3),P191,A3,unconnected-(P191-PadA3)
N/A,N/A,unconnected-(P191-PadA4),P191,A4,unconnected-(P191-PadA4)
N/A,N/A,unconnected-(P191-PadA5),P191,A5,unconnected-(P191-PadA5)
N/A,N/A,unconnected-(P191-PadA6),P191,A6,unconnected-(P191-PadA6)
N/A,N/A,unconnected-(P191-PadA7),P191,A7,unconnected-(P191-PadA7)
N/A,N/A,unconnected-(P191-PadA8),P191,A8,unconnected-(P191-PadA8)
N/A,N/A,unconnected-(P191-PadA9),P191,A9,unconnected-(P191-PadA9)
N/A,N/A,unconnected-(P192-PadA10),P192,A10,unconnected-(P192-PadA10)
N/A,N/A,unconnected-(P192-PadA11),P192,A11,unconnected-(P192-PadA11)
N/A,N/A,unconnected-(P192-PadA8),P192,A8,unconnected-(P192-PadA8)
N/A,N/A,unconnected-(P192-PadA9),P192,A9,unconnected-(P192-PadA9)
N/A,N/A,unconnected-(P194-PadA10),P194,A10,unconnected-(P194-PadA10)
N/A,N/A,unconnected-(P194-PadA11),P194,A11,unconnected-(P194-PadA11)
N/A,N/A,unconnected-(P194-PadA8),P194,A8,unconnected-(P194-PadA8)
N/A,N/A,unconnected-(P194-PadA9),P194,A9,unconnected-(P194-PadA9)
N/A,N/A,unconnected-(P195-PadA2),P195,A2,unconnected-(P195-PadA2)
N/A,N/A,unconnected-(P195-PadA3),P195,A3,unconnected-(P195-PadA3)
N/A,N/A,unconnected-(P195-PadA4),P195,A4,unconnected-(P195-PadA4)
N/A,N/A,unconnected-(P195-PadA5),P195,A5,unconnected-(P195-PadA5)
N/A,N/A,unconnected-(P195-PadA6),P195,A6,unconnected-(P195-PadA6)
N/A,N/A,unconnected-(P195-PadA7),P195,A7,unconnected-(P195-PadA7)
N/A,N/A,unconnected-(P196-PadA10),P196,A10,unconnected-(P196-PadA10)
N/A,N/A,unconnected-(P196-PadA11),P196,A11,unconnected-(P196-PadA11)
N/A,N/A,unconnected-(P196-PadA2),P196,A2,unconnected-(P196-PadA2)
N/A,N/A,unconnected-(P196-PadA3),P196,A3,unconnected-(P196-PadA3)
N/A,N/A,unconnected-(P196-PadA4),P196,A4,unconnected-(P196-PadA4)
N/A,N/A,unconnected-(P196-PadA5),P196,A5,unconnected-(P196-PadA5)
N/A,N/A,unconnected-(P196-PadA6),P196,A6,unconnected-(P196-PadA6)
N/A,N/A,unconnected-(P196-PadA7),P196,A7,unconnected-(P196-PadA7)
N/A,N/A,unconnected-(P196-PadA8),P196,A8,unconnected-(P196-PadA8)
N/A,N/A,unconnected-(P196-PadA9),P196,A9,unconnected-(P196-PadA9)
N/A,N/A,unconnected-(P198-PadA10),P198,A10,unconnected-(P198-PadA10)
N/A,N/A,unconnected-(P198-PadA11),P198,A11,unconnected-(P198-PadA11)
N/A,N/A,unconnected-(P198-PadA8),P198,A8,unconnected-(P198-PadA8)
N/A,N/A,unconnected-(P198-PadA9),P198,A9,unconnected-(P198-PadA9)
N/A,N/A,unconnected-(P199-PadA2),P199,A2,unconnected-(P199-PadA2)
N/A,N/A,unconnected-(P199-PadA3),P199,A3,unconnected-(P199-PadA3)
N/A,N/A,unconnected-(P199-PadA4),P199,A4,unconnected-(P199-PadA4)
N/A,N/A,unconnected-(P199-PadA5),P199,A5,unconnected-(P199-PadA5)
N/A,N/A,unconnected-(P199-PadA6),P199,A6,unconnected-(P199-PadA6)
N/A,N/A,unconnected-(P199-PadA7),P199,A7,unconnected-(P199-PadA7)
N/A,N/A,unconnected-(P2-PadA2),P2,A2,unconnected-(P2-PadA2)
N/A,N/A,unconnected-(P2-PadA3),P2,A3,unconnected-(P2-PadA3)
N/A,N/A,unconnected-(P2-PadA4),P2,A4,unconnected-(P2-PadA4)
N/A,N/A,unconnected-(P2-PadA5),P2,A5,unconnected-(P2-PadA5)
N/A,N/A,unconnected-(P2-PadA6),P2,A6,unconnected-(P2-PadA6)
N/A,N/A,unconnected-(P2-PadA7),P2,A7,unconnected-(P2-PadA7)
N/A,N/A,unconnected-(P20-PadA10),P20,A10,unconnected-(P20-PadA10)
N/A,N/A,unconnected-(P20-PadA11),P20,A11,unconnected-(P20-PadA11)
N/A,N/A,unconnected-(P20-PadA2),P20,A2,unconnected-(P20-PadA2)
N/A,N/A,unconnected-(P20-PadA3),P20,A3,unconnected-(P20-PadA3)
N/A,N/A,unconnected-(P20-PadA4),P20,A4,unconnected-(P20-PadA4)
N/A,N/A,unconnected-(P20-PadA5),P20,A5,unconnected-(P20-PadA5)
N/A,N/A,unconnected-(P20-PadA6),P20,A6,unconnected-(P20-PadA6)
N/A,N/A,unconnected-(P20-PadA7),P20,A7,unconnected-(P20-PadA7)
N/A,N/A,unconnected-(P20-PadA8),P20,A8,unconnected-(P20-PadA8)
N/A,N/A,unconnected-(P20-PadA9),P20,A9,unconnected-(P20-PadA9)
N/A,N/A,unconnected-(P200-PadA10),P200,A10,unconnected-(P200-PadA10)
N/A,N/A,unconnected-(P200-PadA11),P200,A11,unconnected-(P200-PadA11)
N/A,N/A,unconnected-(P200-PadA2),P200,A2,unconnected-(P200-PadA2)
N/A,N/A,unconnected-(P200-PadA3),P200,A3,unconnected-(P200-PadA3)
N/A,N/A,unconnected-(P200-PadA4),P200,A4,unconnected-(P200-PadA4)
N/A,N/A,unconnected-(P200-PadA5),P200,A5,unconnected-(P200-PadA5)
N/A,N/A,unconnected-(P200-PadA6),P200,A6,unconnected-(P200-PadA6)
N/A,N/A,unconnected-(P200-PadA7),P200,A7,unconnected-(P200-PadA7)
N/A,N/A,unconnected-(P200-PadA8),P200,A8,unconnected-(P200-PadA8)
N/A,N/A,unconnected-(P200-PadA9),P200,A9,unconnected-(P200-PadA9)
N/A,N/A,unconnected-(P202-PadA10),P202,A10,unconnected-(P202-PadA10)
N/A,N/A,unconnected-(P202-PadA11),P202,A11,unconnected-(P202-PadA11)
N/A,N/A,unconnected-(P202-PadA2),P202,A2,unconnected-(P202-PadA2)
N/A,N/A,unconnected-(P202-PadA3),P202,A3,unconnected-(P202-PadA3)
N/A,N/A,unconnected-(P202-PadA8),P202,A8,unconnected-(P202-PadA8)
N/A,N/A,unconnected-(P202-PadA9),P202,A9,unconnected-(P202-PadA9)
N/A,N/A,unconnected-(P203-PadA10),P203,A10,unconnected-(P203-PadA10)
N/A,N/A,unconnected-(P203-PadA11),P203,A11,unconnected-(P203-PadA11)
N/A,N/A,unconnected-(P203-PadA2),P203,A2,unconnected-(P203-PadA2)
N/A,N/A,unconnected-(P203-PadA3),P203,A3,unconnected-(P203-PadA3)
N/A,N/A,unconnected-(P203-PadA4),P203,A4,unconnected-(P203-PadA4)
N/A,N/A,unconnected-(P203-PadA5),P203,A5,unconnected-(P203-PadA5)
N/A,N/A,unconnected-(P203-PadA6),P203,A6,unconnected-(P203-PadA6)
N/A,N/A,unconnected-(P203-PadA7),P203,A7,unconnected-(P203-PadA7)
N/A,N/A,unconnected-(P204-PadA10),P204,A10,unconnected-(P204-PadA10)
N/A,N/A,unconnected-(P204-PadA11),P204,A11,unconnected-(P204-PadA11)
N/A,N/A,unconnected-(P204-PadA2),P204,A2,unconnected-(P204-PadA2)
N/A,N/A,unconnected-(P204-PadA3),P204,A3,unconnected-(P204-PadA3)
N/A,N/A,unconnected-(P204-PadA4),P204,A4,unconnected-(P204-PadA4)
N/A,N/A,unconnected-(P204-PadA5),P204,A5,unconnected-(P204-PadA5)
N/A,N/A,unconnected-(P204-PadA6),P204,A6,unconnected-(P204-PadA6)
N/A,N/A,unconnected-(P204-PadA7),P204,A7,unconnected-(P204-PadA7)
N/A,N/A,unconnected-(P204-PadA8),P204,A8,unconnected-(P204-PadA8)
N/A,N/A,unconnected-(P204-PadA9),P204,A9,unconnected-(P204-PadA9)
N/A,N/A,unconnected-(P205-PadA10),P205,A10,unconnected-(P205-PadA10)
N/A,N/A,unconnected-(P205-PadA11),P205,A11,unconnected-(P205-PadA11)
N/A,N/A,unconnected-(P205-PadA2),P205,A2,unconnected-(P205-PadA2)
N/A,N/A,unconnected-(P205-PadA3),P205,A3,unconnected-(P205-PadA3)
N/A,N/A,unconnected-(P205-PadA4),P205,A4,unconnected-(P205-PadA4)
N/A,N/A,unconnected-(P205-PadA5),P205,A5,unconnected-(P205-PadA5)
N/A,N/A,unconnected-(P205-PadA6),P205,A6,unconnected-(P205-PadA6)
N/A,N/A,unconnected-(P205-PadA7),P205,A7,unconnected-(P205-PadA7)
N/A,N/A,unconnected-(P205-PadA8),P205,A8,unconnected-(P205-PadA8)
N/A,N/A,unconnected-(P205-PadA9),P205,A9,unconnected-(P205-PadA9)
N/A,N/A,unconnected-(P206-PadA10),P206,A10,unconnected-(P206-PadA10)
N/A,N/A,unconnected-(P206-PadA11),P206,A11,unconnected-(P206-PadA11)
N/A,N/A,unconnected-(P206-PadA2),P206,A2,unconnected-(P206-PadA2)
N/A,N/A,unconnected-(P206-PadA3),P206,A3,unconnected-(P206-PadA3)
N/A,N/A,unconnected-(P206-PadA4),P206,A4,unconnected-(P206-PadA4)
N/A,N/A,unconnected-(P206-PadA5),P206,A5,unconnected-(P206-PadA5)
N/A,N/A,unconnected-(P206-PadA6),P206,A6,unconnected-(P206-PadA6)
N/A,N/A,unconnected-(P206-PadA7),P206,A7,unconnected-(P206-PadA7)
N/A,N/A,unconnected-(P206-PadA8),P206,A8,unconnected-(P206-PadA8)
N/A,N/A,unconnected-(P206-PadA9),P206,A9,unconnected-(P206-PadA9)
N/A,N/A,unconnected-(P207-PadA10),P207,A10,unconnected-(P207-PadA10)
N/A,N/A,unconnected-(P207-PadA11),P207,A11,unconnected-(P207-PadA11)
N/A,N/A,unconnected-(P207-PadA2),P207,A2,unconnected-(P207-PadA2)
N/A,N/A,unconnected-(P207-PadA3),P207,A3,unconnected-(P207-PadA3)
N/A,N/A,unconnected-(P207-PadA4),P207,A4,unconnected-(P207-PadA4)
N/A,N/A,unconnected-(P207-PadA5),P207,A5,unconnected-(P207-PadA5)
N/A,N/A,unconnected-(P207-PadA6),P207,A6,unconnected-(P207-PadA6)
N/A,N/A,unconnected-(P207-PadA7),P207,A7,unconnected-(P207-PadA7)
N/A,N/A,unconnected-(P207-PadA8),P207,A8,unconnected-(P207-PadA8)
N/A,N/A,unconnected-(P207-PadA9),P207,A9,unconnected-(P207-PadA9)
N/A,N/A,unconnected-(P208-PadA10),P208,A10,unconnected-(P208-PadA10)
N/A,N/A,unconnected-(P208-PadA11),P208,A11,unconnected-(P208-PadA11)
N/A,N/A,unconnected-(P208-PadA2),P208,A2,unconnected-(P208-PadA2)
N/A,N/A,unconnected-(P208-PadA3),P208,A3,unconnected-(P208-PadA3)
N/A,N/A,unconnected-(P208-PadA4),P208,A4,unconnected-(P208-PadA4)
N/A,N/A,unconnected-(P208-PadA5),P208,A5,unconnected-(P208-PadA5)
N/A,N/A,unconnected-(P208-PadA6),P208,A6,unconnected-(P208-PadA6)
N/A,N/A,unconnected-(P208-PadA7),P208,A7,unconnected-(P208-PadA7)
N/A,N/A,unconnected-(P208-PadA8),P208,A8,unconnected-(P208-PadA8)
N/A,N/A,unconnected-(P208-PadA9),P208,A9,unconnected-(P208-PadA9)
N/A,N/A,unconnected-(P209-PadA5),P209,A5,unconnected-(P209-PadA5)
N/A,N/A,unconnected-(P209-PadA6),P209,A6,unconnected-(P209-PadA6)
N/A,N/A,unconnected-(P209-PadA7),P209,A7,unconnected-(P209-PadA7)
N/A,N/A,unconnected-(P21-PadA10),P21,A10,unconnected-(P21-PadA10)
N/A,N/A,unconnected-(P21-PadA11),P21,A11,unconnected-(P21-PadA11)
N/A,N/A,unconnected-(P21-PadA2),P21,A2,unconnected-(P21-PadA2)
N/A,N/A,unconnected-(P21-PadA3),P21,A3,unconnected-(P21-PadA3)
N/A,N/A,unconnected-(P21-PadA4),P21,A4,unconnected-(P21-PadA4)
N/A,N/A,unconnected-(P21-PadA5),P21,A5,unconnected-(P21-PadA5)
N/A,N/A,unconnected-(P21-PadA6),P21,A6,unconnected-(P21-PadA6)
N/A,N/A,unconnected-(P21-PadA7),P21,A7,unconnected-(P21-PadA7)
N/A,N/A,unconnected-(P21-PadA8),P21,A8,unconnected-(P21-PadA8)
N/A,N/A,unconnected-(P21-PadA9),P21,A9,unconnected-(P21-PadA9)
N/A,N/A,unconnected-(P210-PadA10),P210,A10,unconnected-(P210-PadA10)
N/A,N/A,unconnected-(P210-PadA11),P210,A11,unconnected-(P210-PadA11)
N/A,N/A,unconnected-(P210-PadA2),P210,A2,unconnected-(P210-PadA2)
N/A,N/A,unconnected-(P210-PadA3),P210,A3,unconnected-(P210-PadA3)
N/A,N/A,unconnected-(P210-PadA4),P210,A4,unconnected-(P210-PadA4)
N/A,N/A,unconnected-(P210-PadA5),P210,A5,unconnected-(P210-PadA5)
N/A,N/A,unconnected-(P210-PadA6),P210,A6,unconnected-(P210-PadA6)
N/A,N/A,unconnected-(P210-PadA7),P210,A7,unconnected-(P210-PadA7)
N/A,N/A,unconnected-(P210-PadA8),P210,A8,unconnected-(P210-PadA8)
N/A,N/A,unconnected-(P210-PadA9),P210,A9,unconnected-(P210-PadA9)
N/A,N/A,unconnected-(P211-PadA10),P211,A10,unconnected-(P211-PadA10)
N/A,N/A,unconnected-(P211-PadA4),P211,A4,unconnected-(P211-PadA4)
N/A,N/A,unconnected-(P211-PadA5),P211,A5,unconnected-(P211-PadA5)
N/A,N/A,unconnected-(P211-PadA6),P211,A6,unconnected-(P211-PadA6)
N/A,N/A,unconnected-(P211-PadA7),P211,A7,unconnected-(P211-PadA7)
N/A,N/A,unconnected-(P212-PadA11),P212,A11,unconnected-(P212-PadA11)
N/A,N/A,unconnected-(P212-PadA2),P212,A2,unconnected-(P212-PadA2)
N/A,N/A,unconnected-(P212-PadA3),P212,A3,unconnected-(P212-PadA3)
N/A,N/A,unconnected-(P212-PadA4),P212,A4,unconnected-(P212-PadA4)
N/A,N/A,unconnected-(P212-PadA5),P212,A5,unconnected-(P212-PadA5)
N/A,N/A,unconnected-(P212-PadA6),P212,A6,unconnected-(P212-PadA6)
N/A,N/A,unconnected-(P212-PadA7),P212,A7,unconnected-(P212-PadA7)
N/A,N/A,unconnected-(P213-PadA7),P213,A7,unconnected-(P213-PadA7)
N/A,N/A,unconnected-(P214-PadA11),P214,A11,unconnected-(P214-PadA11)
N/A,N/A,unconnected-(P214-PadA2),P214,A2,unconnected-(P214-PadA2)
N/A,N/A,unconnected-(P214-PadA3),P214,A3,unconnected-(P214-PadA3)
N/A,N/A,unconnected-(P214-PadA4),P214,A4,unconnected-(P214-PadA4)
N/A,N/A,unconnected-(P214-PadA5),P214,A5,unconnected-(P214-PadA5)
N/A,N/A,unconnected-(P214-PadA6),P214,A6,unconnected-(P214-PadA6)
N/A,N/A,unconnected-(P214-PadA7),P214,A7,unconnected-(P214-PadA7)
N/A,N/A,unconnected-(P215-PadA10),P215,A10,unconnected-(P215-PadA10)
N/A,N/A,unconnected-(P215-PadA11),P215,A11,unconnected-(P215-PadA11)
N/A,N/A,unconnected-(P215-PadA2),P215,A2,unconnected-(P215-PadA2)
N/A,N/A,unconnected-(P215-PadA3),P215,A3,unconnected-(P215-PadA3)
N/A,N/A,unconnected-(P215-PadA4),P215,A4,unconnected-(P215-PadA4)
N/A,N/A,unconnected-(P215-PadA5),P215,A5,unconnected-(P215-PadA5)
N/A,N/A,unconnected-(P215-PadA6),P215,A6,unconnected-(P215-PadA6)
N/A,N/A,unconnected-(P215-PadA7),P215,A7,unconnected-(P215-PadA7)
N/A,N/A,unconnected-(P216-PadA10),P216,A10,unconnected-(P216-PadA10)
N/A,N/A,unconnected-(P216-PadA11),P216,A11,unconnected-(P216-PadA11)
N/A,N/A,unconnected-(P216-PadA2),P216,A2,unconnected-(P216-PadA2)
N/A,N/A,unconnected-(P216-PadA3),P216,A3,unconnected-(P216-PadA3)
N/A,N/A,unconnected-(P216-PadA4),P216,A4,unconnected-(P216-PadA4)
N/A,N/A,unconnected-(P216-PadA5),P216,A5,unconnected-(P216-PadA5)
N/A,N/A,unconnected-(P216-PadA6),P216,A6,unconnected-(P216-PadA6)
N/A,N/A,unconnected-(P216-PadA7),P216,A7,unconnected-(P216-PadA7)
N/A,N/A,unconnected-(P217-PadA10),P217,A10,unconnected-(P217-PadA10)
N/A,N/A,unconnected-(P217-PadA11),P217,A11,unconnected-(P217-PadA11)
N/A,N/A,unconnected-(P217-PadA4),P217,A4,unconnected-(P217-PadA4)
N/A,N/A,unconnected-(P217-PadA7),P217,A7,unconnected-(P217-PadA7)
N/A,N/A,unconnected-(P217-PadA8),P217,A8,unconnected-(P217-PadA8)
N/A,N/A,unconnected-(P217-PadA9),P217,A9,unconnected-(P217-PadA9)
N/A,N/A,unconnected-(P218-PadA10),P218,A10,unconnected-(P218-PadA10)
N/A,N/A,unconnected-(P218-PadA11),P218,A11,unconnected-(P218-PadA11)
N/A,N/A,unconnected-(P218-PadA8),P218,A8,unconnected-(P218-PadA8)
N/A,N/A,unconnected-(P218-PadA9),P218,A9,unconnected-(P218-PadA9)
N/A,N/A,unconnected-(P219-PadA4),P219,A4,unconnected-(P219-PadA4)
N/A,N/A,unconnected-(P219-PadA5),P219,A5,unconnected-(P219-PadA5)
N/A,N/A,unconnected-(P219-PadA6),P219,A6,unconnected-(P219-PadA6)
N/A,N/A,unconnected-(P219-PadA7),P219,A7,unconnected-(P219-PadA7)
N/A,N/A,unconnected-(P22-PadA10),P22,A10,unconnected-(P22-PadA10)
N/A,N/A,unconnected-(P22-PadA11),P22,A11,unconnected-(P22-PadA11)
N/A,N/A,unconnected-(P22-PadA2),P22,A2,unconnected-(P22-PadA2)
N/A,N/A,unconnected-(P22-PadA3),P22,A3,unconnected-(P22-PadA3)
N/A,N/A,unconnected-(P22-PadA4),P22,A4,unconnected-(P22-PadA4)
N/A,N/A,unconnected-(P22-PadA5),P22,A5,unconnected-(P22-PadA5)
N/A,N/A,unconnected-(P22-PadA6),P22,A6,unconnected-(P22-PadA6)
N/A,N/A,unconnected-(P22-PadA7),P22,A7,unconnected-(P22-PadA7)
N/A,N/A,unconnected-(P22-PadA8),P22,A8,unconnected-(P22-PadA8)
N/A,N/A,unconnected-(P22-PadA9),P22,A9,unconnected-(P22-PadA9)
N/A,N/A,unconnected-(P220-PadA10),P220,A10,unconnected-(P220-PadA10)
N/A,N/A,unconnected-(P220-PadA11),P220,A11,unconnected-(P220-PadA11)
N/A,N/A,unconnected-(P220-PadA4),P220,A4,unconnected-(P220-PadA4)
N/A,N/A,unconnected-(P220-PadA7),P220,A7,unconnected-(P220-PadA7)
N/A,N/A,unconnected-(P220-PadA8),P220,A8,unconnected-(P220-PadA8)
N/A,N/A,unconnected-(P220-PadA9),P220,A9,unconnected-(P220-PadA9)
N/A,N/A,unconnected-(P221-PadA10),P221,A10,unconnected-(P221-PadA10)
N/A,N/A,unconnected-(P221-PadA2),P221,A2,unconnected-(P221-PadA2)
N/A,N/A,unconnected-(P221-PadA3),P221,A3,unconnected-(P221-PadA3)
N/A,N/A,unconnected-(P221-PadA4),P221,A4,unconnected-(P221-PadA4)
N/A,N/A,unconnected-(P221-PadA8),P221,A8,unconnected-(P221-PadA8)
N/A,N/A,unconnected-(P221-PadA9),P221,A9,unconnected-(P221-PadA9)
N/A,N/A,unconnected-(P222-PadA10),P222,A10,unconnected-(P222-PadA10)
N/A,N/A,unconnected-(P222-PadA11),P222,A11,unconnected-(P222-PadA11)
N/A,N/A,unconnected-(P222-PadA2),P222,A2,unconnected-(P222-PadA2)
N/A,N/A,unconnected-(P222-PadA3),P222,A3,unconnected-(P222-PadA3)
N/A,N/A,unconnected-(P222-PadA4),P222,A4,unconnected-(P222-PadA4)
N/A,N/A,unconnected-(P222-PadA5),P222,A5,unconnected-(P222-PadA5)
N/A,N/A,unconnected-(P222-PadA6),P222,A6,unconnected-(P222-PadA6)
N/A,N/A,unconnected-(P222-PadA7),P222,A7,unconnected-(P222-PadA7)
N/A,N/A,unconnected-(P222-PadA8),P222,A8,unconnected-(P222-PadA8)
N/A,N/A,unconnected-(P222-PadA9),P222,A9,unconnected-(P222-PadA9)
N/A,N/A,unconnected-(P223-PadA10),P223,A10,unconnected-(P223-PadA10)
N/A,N/A,unconnected-(P223-PadA2),P223,A2,unconnected-(P223-PadA2)
N/A,N/A,unconnected-(P223-PadA3),P223,A3,unconnected-(P223-PadA3)
N/A,N/A,unconnected-(P223-PadA4),P223,A4,unconnected-(P223-PadA4)
N/A,N/A,unconnected-(P223-PadA5),P223,A5,unconnected-(P223-PadA5)
N/A,N/A,unconnected-(P223-PadA6),P223,A6,unconnected-(P223-PadA6)
N/A,N/A,unconnected-(P223-PadA7),P223,A7,unconnected-(P223-PadA7)
N/A,N/A,unconnected-(P223-PadA8),P223,A8,unconnected-(P223-PadA8)
N/A,N/A,unconnected-(P223-PadA9),P223,A9,unconnected-(P223-PadA9)
N/A,N/A,unconnected-(P224-PadA10),P224,A10,unconnected-(P224-PadA10)
N/A,N/A,unconnected-(P224-PadA11),P224,A11,unconnected-(P224-PadA11)
N/A,N/A,unconnected-(P224-PadA8),P224,A8,unconnected-(P224-PadA8)
N/A,N/A,unconnected-(P224-PadA9),P224,A9,unconnected-(P224-PadA9)
N/A,N/A,unconnected-(P225-PadA10),P225,A10,unconnected-(P225-PadA10)
N/A,N/A,unconnected-(P225-PadA11),P225,A11,unconnected-(P225-PadA11)
N/A,N/A,unconnected-(P225-PadA2),P225,A2,unconnected-(P225-PadA2)
N/A,N/A,unconnected-(P225-PadA3),P225,A3,unconnected-(P225-PadA3)
N/A,N/A,unconnected-(P225-PadA4),P225,A4,unconnected-(P225-PadA4)
N/A,N/A,unconnected-(P225-PadA5),P225,A5,unconnected-(P225-PadA5)
N/A,N/A,unconnected-(P225-PadA6),P225,A6,unconnected-(P225-PadA6)
N/A,N/A,unconnected-(P225-PadA7),P225,A7,unconnected-(P225-PadA7)
N/A,N/A,unconnected-(P225-PadA8),P225,A8,unconnected-(P225-PadA8)
N/A,N/A,unconnected-(P225-PadA9),P225,A9,unconnected-(P225-PadA9)
N/A,N/A,unconnected-(P226-PadA10),P226,A10,unconnected-(P226-PadA10)
N/A,N/A,unconnected-(P226-PadA11),P226,A11,unconnected-(P226-PadA11)
N/A,N/A,unconnected-(P226-PadA2),P226,A2,unconnected-(P226-PadA2)
